dataset,method,ratio,selection_seed,training_seed,augment,n_selected,deterministic,budget_per_class,selection_sha256,checkpoint,checkpoint_sha256,corruption,severity,n_samples,n_classes_observed,acc,ba,worst_recall,nll,brier,ece15,risk_at_80,risk_at_80_n,aurc,high_conf_errors,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7
bloodmnist,el2n_top,0.02,2,2,0,232,1,29,13197ec5a7a0d9c5cc50bef7c73119d5e720b8ec408abdc92b3ced9bff88a57e,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/el2n_top/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,dab4dee0a8ff0a1493ea734254bc2a419d8843e0f9f26613e6f7ecb9dbb07633,clean,0,3421,8,0.5960245542239111,0.578295397931878,0.16407599309153714,2.4990894379888213,0.6504969819592135,0.27047253243061087,0.33576909024479357,2737,0.20313615449799122,744,0.5614754098360656,0.9551282051282052,0.48231511254019294,0.16407599309153714,0.4074074074074074,0.5563380281690141,0.506006006006006,0.9936170212765958
bloodmnist,eva,0.02,2,2,0,232,1,29,38183e0e383e61314f427304a8f1d45fe7c3ca5c356b06e773c13077b14f4a84,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/eva/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,6d3cb8c078a1a521cfc1e130bf24301d26cb326b4434ad9be35c5dac11289a45,clean,0,3421,8,0.726980415083309,0.7168234285519106,0.3920552677029361,1.4922026817138219,0.4542083680445745,0.1854534697912479,0.20789185239313115,2737,0.11450878687556873,607,0.6680327868852459,0.9663461538461539,0.4405144694533762,0.3920552677029361,0.7777777777777778,0.7746478873239436,0.7237237237237237,0.9914893617021276
bloodmnist,facility,0.02,2,2,0,232,1,29,56e77dd0c9877bde49e1514c00c9fc282a4246e7ad6efdd5a80228954f4d62d6,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/facility/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,816d6500b49df52d74b5139f74b9651fc6bdbc424ed091ea6f49b0a617d50743,clean,0,3421,8,0.8371821104940076,0.8364872671205099,0.5993091537132987,0.713420077878032,0.2472789402203127,0.08858759690362503,0.07563025210084033,2737,0.038742984969797674,271,0.8073770491803278,0.9407051282051282,0.842443729903537,0.5993091537132987,0.9259259259259259,0.7394366197183099,0.8813813813813813,0.9553191489361702
bloodmnist,forgetting,0.02,2,2,0,232,1,29,52e8cb669308943e1d0f3d7f2af322185ec740bc992593469537b6d867d88ec8,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/forgetting/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,3dafb785bb46abaf310fc10d1ec90ebc57a3760020a116e5d06d0b79f3190ca6,clean,0,3421,8,0.6758257819351067,0.6766557459065925,0.25215889464594127,1.767731896720864,0.5404643595363112,0.23986161970423175,0.2462550237486299,2737,0.14757842567744472,728,0.8278688524590164,0.6891025641025641,0.36012861736334406,0.25215889464594127,0.8271604938271605,0.573943661971831,0.8828828828828829,1.0
bloodmnist,fps,0.02,2,2,0,232,1,29,9c9fff72ab53b800cc46f32dc22175c25ae14baaf7750e36f14314606868053a,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/fps/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,3bbdf53797b4c4d4797ad24263865f5508e1d1152068271cb56bddd55b79884b,clean,0,3421,8,0.7585501315404852,0.746790731873811,0.30397236614853196,1.060412560667963,0.3930454356314655,0.14948609384205286,0.16112531969309463,2737,0.09502713315139981,460,0.7868852459016393,0.9615384615384616,0.7234726688102894,0.30397236614853196,0.8271604938271605,0.4859154929577465,0.9024024024024024,0.9829787234042553
bloodmnist,graph_a2,0.02,2,2,0,232,1,29,cceb572a04d00c04ed3fbd4e19c7e26d4cd6a7fd3b9100ef3cfbff0dc0f3af8b,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/graph_a2/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,07608616372b7935dc2b0795aa38e760133d160753727b4fa3f2ca5302c947c3,clean,0,3421,8,0.8094124524992692,0.8089237392318613,0.5008635578583766,0.861334407297161,0.2954028940548648,0.11227301488804975,0.09499451954694921,2737,0.04946550575467203,323,0.7704918032786885,0.8942307692307693,0.7909967845659164,0.5008635578583766,0.8806584362139918,0.7535211267605634,0.8933933933933934,0.9872340425531915
bloodmnist,herding,0.02,2,2,0,232,1,29,5d0674feb3b744141e53150fb2a7afea278a296b22b88244ed98081b2f209105,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/herding/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,3c1d757fd731a3c871a0bf672a7448f9ea42678d25fbb45dd93f6322615bb166,clean,0,3421,8,0.8441976030400468,0.8431672298611078,0.5267702936096719,0.7523228934751116,0.2530859608807778,0.09255463649779866,0.07891852393131166,2737,0.040500374984805125,314,0.9221311475409836,0.969551282051282,0.819935691318328,0.5267702936096719,0.8724279835390947,0.7288732394366197,0.9354354354354354,0.9702127659574468
bloodmnist,random,0.02,2,2,0,232,1,29,d5426cbbce04df11581a150a8f42d50db4b7ac2ebb86a7016dfd963dcca5aa6c,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_2/results/bloodmnist/random/ratio_0.02/selection_seed_2/train_seed_2/aug_0/final.pt,15cf553ae500e19d941ab8933594742028dcff2f5f66ce24bc3640ef1f3bfcf4,clean,0,3421,8,0.8439052908506285,0.8424939331363951,0.5768566493955095,0.698605735302429,0.24986474873523612,0.09478412125585232,0.07891852393131166,2737,0.05020127899397927,314,0.8073770491803278,0.9262820512820513,0.8842443729903537,0.5768566493955095,0.8600823045267489,0.7852112676056338,0.9084084084084084,0.9914893617021276
