dataset_label,Random,EL2N,Forgetting,EVA,Facility,FPS,Herding
OrganS,0.6171719049660567,1.4464081331583287,-2.5639856800135874,-2.822546773819113,0.8989195656196358,1.2772957195511196,-0.25820024340453074
OrganA,1.2878840634694058,0.4829379965023577,-0.7547115238713928,3.5920295813892693,1.2529286710575605,0.6983176221208396,1.1093852357905547
Path,2.9139505209591476,3.2600945024513877,2.1858242439364375,9.267113472452039,3.8041788326338093,-1.1326386930753785,0.85004822105968
Tissue,-3.4831082893309997,2.0093065897976814,-1.422804107071343,-2.3020085919748112,-3.6266581798202324,-3.1403554158578615,-2.9155080792472603
Blood,1.5905913191019465,3.386088568102892,1.632043091658062,-1.583072423658706,3.0557666000417356,2.0369042416076013,0.9647770634927184
