seed,random_seed42_ba_pct,graph_a2_ba_pct,graph_a2_minus_random_pp,winner,random_index_sha256,graph_a2_index_sha256
42,87.53426262896255,85.43558026147467,-2.098682367487882,random_seed42,5bbe9f8ec87c05be598dd627f0d5e653d7247f78434ef35d11d76fd7a97448cf,be168e37b12146efc1ad5d3f980ce301e288ba8fd3c89f62c581e39488daa5e2
43,89.1369043432624,86.01823517683334,-3.118669166429058,random_seed42,5bbe9f8ec87c05be598dd627f0d5e653d7247f78434ef35d11d76fd7a97448cf,be168e37b12146efc1ad5d3f980ce301e288ba8fd3c89f62c581e39488daa5e2
44,87.29754786307726,83.8194948211732,-3.4780530419040616,random_seed42,5bbe9f8ec87c05be598dd627f0d5e653d7247f78434ef35d11d76fd7a97448cf,be168e37b12146efc1ad5d3f980ce301e288ba8fd3c89f62c581e39488daa5e2
45,86.97165159807795,85.53175524002381,-1.439896358054142,random_seed42,5bbe9f8ec87c05be598dd627f0d5e653d7247f78434ef35d11d76fd7a97448cf,be168e37b12146efc1ad5d3f980ce301e288ba8fd3c89f62c581e39488daa5e2
46,87.58841947990204,88.23191697327364,0.6434974933715978,graph_a2,5bbe9f8ec87c05be598dd627f0d5e653d7247f78434ef35d11d76fd7a97448cf,be168e37b12146efc1ad5d3f980ce301e288ba8fd3c89f62c581e39488daa5e2
