dataset,method,ratio,selection_seed,training_seed,augment,n_selected,deterministic,budget_per_class,selection_sha256,checkpoint,checkpoint_sha256,corruption,severity,n_samples,n_classes_observed,acc,ba,worst_recall,nll,brier,ece15,risk_at_80,risk_at_80_n,aurc,high_conf_errors,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7,recall_8,recall_9,recall_10
organsmnist,el2n_top,0.05,2026,2026,0,693,1,63,5e9560c4a2c4df37c8152af2cc1edbb4674007ba86dd904ab3ef5d1466f39276,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/el2n_top/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,5f75b668f9cacb62f814c824a4dba46413fd974127aaa33178c71d9ac7c20261,clean,0,8827,11,0.5455987311657414,0.5090013901065235,0.20625465376023827,2.083864841460639,0.7159003712984742,0.2931717205617521,0.3894080996884735,7062,0.25775068924225614,2016,0.5018495684340321,0.2528473804100228,0.6764044943820224,0.7647058823529411,0.3650568181818182,0.35353535353535354,0.9615014436958614,0.7380352644836272,0.41002277904328016,0.20625465376023827,0.368801652892562
organsmnist,eva,0.05,2026,2026,0,693,1,63,9e718ae5d5079de3ee3000b9482e002aa4d97021e7b76d5f3006ad9b96ed26fa,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/eva/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,fd8ae87533a78e4e0e95d8d54f9a12e24eb68503f750ffb0fa227d9b447b0139,clean,0,8827,11,0.6552622635096862,0.6332056830549575,0.3224431818181818,1.2433236487765444,0.5201320988995234,0.18727255650679198,0.26989521382044745,7062,0.15682866774914658,1356,0.8828606658446363,0.5876993166287016,0.39101123595505616,0.8098039215686275,0.3224431818181818,0.5223665223665224,0.9542829643888354,0.9319899244332494,0.7084282460136674,0.3812360387192852,0.4731404958677686
organsmnist,facility,0.05,2026,2026,0,693,1,63,e6d74418071c2d9fe1fa53690ef99f1306db9896e64d370db74da0476f6db6eb,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/facility/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,d861f5a0138d129c4920ca71842a744c34bf3e6fe72193a33b69aad6c631fd98,clean,0,8827,11,0.7002379064234734,0.6692545336451372,0.3333333333333333,1.1041911033160265,0.4620025721558042,0.16184301734970016,0.23038799207023505,7062,0.1375967508852103,1268,0.9334155363748459,0.5079726651480638,0.40224719101123596,0.8313725490196079,0.4346590909090909,0.3333333333333333,0.9181905678537055,0.9445843828715366,0.8018223234624146,0.5651526433358154,0.6890495867768595
organsmnist,forgetting,0.05,2026,2026,0,693,1,63,2dddff8cd9b9c4d723b50a204baa3dcec251c7098fda9ebe3764d053dfbf5a58,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/forgetting/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,66b51264c061a4726c1d4eea597a3725618d9a3a043c52395a7d276495ef18e6,clean,0,8827,11,0.602582984026283,0.556897429885669,0.26292134831460673,1.7265928746619192,0.6226747242704429,0.2400037712991825,0.3278108184650241,7062,0.19531758254189,1705,0.9161528976572133,0.27790432801822323,0.26292134831460673,0.7392156862745098,0.3622159090909091,0.354978354978355,0.9278152069297402,0.6423173803526449,0.835990888382688,0.3425167535368578,0.46384297520661155
organsmnist,fps,0.05,2026,2026,0,693,1,63,98a564c0b1a3a96c8e266ef87ff89d5bb0ea848ded5dad644d90f008689e3402,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/fps/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,02b6ae356aed55888db3888eab8466d8979a0ffa75bd5168bb590030afed240b,clean,0,8827,11,0.7012575053812167,0.6701055659398555,0.36507936507936506,1.1414537622927106,0.460562090513987,0.16745182934954767,0.22259983007646558,7062,0.12672115799211223,1286,0.8779284833538841,0.46924829157175396,0.501123595505618,0.7333333333333333,0.4971590909090909,0.36507936507936506,0.9446583253128008,0.947103274559194,0.8314350797266514,0.5398361876396128,0.6642561983471075
organsmnist,graph_a2,0.05,2026,2026,0,693,1,63,edc5a21258736923a188f4c9df9f56e88b0f7a34bbac45de412d15782d3d627b,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/graph_a2/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,3db1c777afc3394c402832c456095b01d65debb0b898af09dbce08fcbd61f58c,clean,0,8827,11,0.7056757675314377,0.6790930975509796,0.4126984126984127,1.1610913082525447,0.45901038190905613,0.1595049251296775,0.22359105069385443,7062,0.13904598886221614,1263,0.8692971639950678,0.49430523917995445,0.47415730337078654,0.8117647058823529,0.4758522727272727,0.4126984126984127,0.9359961501443695,0.9622166246851386,0.8473804100227791,0.569620253164557,0.6167355371900827
organsmnist,herding,0.05,2026,2026,0,693,1,63,7c77e48a3c8bb3052458cee070a6433c566687e9da0b3684258f38d7770b698d,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/herding/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,c5989368108c0fd21af4700b88465d87c24978b94dde7c09bf258237d9df3dc8,clean,0,8827,11,0.7243684150900646,0.6820786280754058,0.39826839826839827,0.9986378858551419,0.42652429150724,0.1523685374021719,0.20320022656471254,7062,0.11128042548715546,1236,0.8902589395807645,0.4305239179954442,0.4696629213483146,0.788235294117647,0.4289772727272727,0.39826839826839827,0.9321462945139557,0.8614609571788413,0.8997722095671982,0.6969471332836932,0.7066115702479339
organsmnist,random,0.05,2026,2026,0,693,1,63,4bbf528d411900c96ee0c2281f199d3b7b6f858816d10d7d00504051e5d5ade0,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organsmnist/seed_2026/results/organsmnist/random/ratio_0.05/selection_seed_2026/train_seed_2026/aug_0/final.pt,aa09fdf233db0672bfccb8adc9f87671c7fb013422b1685325f753526709ed6c,clean,0,8827,11,0.7319587628865979,0.6953930010889132,0.417027417027417,1.03705972216446,0.4195014951399745,0.14757333851365684,0.19045596148399888,7062,0.1102410228300626,1170,0.8631319358816276,0.4806378132118451,0.503370786516854,0.7333333333333333,0.45454545454545453,0.417027417027417,0.9663137632338787,0.8866498740554156,0.9840546697038725,0.6247207743857036,0.7355371900826446
