dataset,method,ratio,selection_seed,training_seed,augment,n_selected,deterministic,budget_per_class,selection_sha256,checkpoint,checkpoint_sha256,corruption,severity,n_samples,n_classes_observed,acc,ba,worst_recall,nll,brier,ece15,risk_at_80,risk_at_80_n,aurc,high_conf_errors,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7,recall_8,recall_9,recall_10
organamnist,el2n_top,0.05,6,6,0,1727,1,157,05aa8b89c3fdfb5c1157fff2a199eafd628264a23e5b61a7db4a69dcab615f7f,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/el2n_top/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,675655b593a5e359fce822ae67fe8300b5f38e15d5480e368a2ff3d5ccd2ec6f,clean,0,17778,11,0.8293958825514681,0.8409114217737831,0.32897286821705424,0.5550677280146314,0.24743024163808136,0.063105853544149,0.07453241456897763,14222,0.034364404489152865,976,0.8687258687258688,0.9247448979591837,0.9117276166456494,0.8789808917197452,0.32897286821705424,0.6737913486005089,0.9765601217656013,1.0,0.9988968560397132,0.9217016029593095,0.7659235668789809
organamnist,eva,0.05,6,6,0,1727,1,157,4c779ed71eea9ea6af1e04a071c0f7d078ed31ad789fbcb4e980b05f512f6bb0,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/eva/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,d6e1f0a93d646bbafc7c28456302b154b8c693256bd74c15f0b4a5f0e702ad24,clean,0,17778,11,0.818764765440432,0.8303268630101059,0.38808139534883723,0.5794818731716426,0.26771819447341383,0.0666583213166856,0.09471241738152159,14222,0.04417467151610706,1170,0.8861003861003861,0.8966836734693877,0.8940731399747793,0.9159235668789809,0.38808139534883723,0.6188295165394402,0.9829528158295282,0.9753863766456783,1.0,0.8563501849568435,0.7192144373673036
organamnist,facility,0.05,6,6,0,1727,1,157,79855f77d34e0556f22922b6ed446b008680b0d7f1083bc4e1ab2b57a1fcd9d9,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/facility/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,c123e458560d9c626121384ac3965c7938538035411888bb6bf9a69f9a467a49,clean,0,17778,11,0.9199010012374845,0.9204205542027583,0.7122093023255814,0.24346255551134538,0.11889632913254694,0.021699553158811884,0.015890873294895233,14222,0.010187611667386463,557,0.9208494208494209,0.9400510204081632,0.9684741488020177,0.8878980891719745,0.7122093023255814,0.8860050890585242,0.986910197869102,1.0,0.9950358521787093,0.9482120838471023,0.8789808917197452
organamnist,forgetting,0.05,6,6,0,1727,1,157,e0dc2f36edb9e8218a344f08bed66c98c6cde95b08f0c7c5106418779663f27d,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/forgetting/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,d5c32befca0152d04c2aead301537948b3ef0b38f310f908dcf0d884d428a581,clean,0,17778,11,0.8389582630217123,0.8491151653484166,0.49757751937984496,0.5349256458672583,0.24356158105811532,0.059269243383390145,0.08205596962452538,14222,0.04146048615649692,1160,0.918918918918919,0.9107142857142857,0.9407313997477932,0.8968152866242038,0.49757751937984496,0.6239185750636133,0.9896499238964992,0.9988551803091014,0.9972421400992829,0.7940813810110974,0.7717622080679406
organamnist,fps,0.05,6,6,0,1727,1,157,dbac11ecb8e5e9525c3199c59c4e317c09980f94a4f428c8430b9161285dda5a,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/fps/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,4378671fcb1690a94606c593369d949d46546819012478c06bd20e9d27f28dc6,clean,0,17778,11,0.8850826864664192,0.8906605842805149,0.5746124031007752,0.35442606630924134,0.1686198067379472,0.03201509641674325,0.03684432569258895,14222,0.019453588351432103,726,0.9362934362934363,0.9400510204081632,0.9319041614123581,0.89171974522293,0.5746124031007752,0.716030534351145,0.9933028919330289,1.0,0.9944842801985659,0.9303329223181258,0.8885350318471338
organamnist,graph_a2,0.05,6,6,0,1727,1,157,0107e9b9279bf18cd3a4b33abd7dce94207b750a9c9c55ecd98001942a6c753d,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/graph_a2/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,02d4671f7c8995e78205ef79a3458c263d59b8c8dd96508095df329e44f3c85e,clean,0,17778,11,0.9125323433457082,0.911649157125095,0.7340116279069767,0.2940303986502968,0.1341288965890671,0.035437062546981334,0.018351849247644495,14222,0.013283368652698625,683,0.9613899613899614,0.9349489795918368,0.9558638083228247,0.8420382165605096,0.7340116279069767,0.8061068702290076,0.9948249619482497,0.9862621637092158,0.9933811362382791,0.9297163995067818,0.8895966029723992
organamnist,herding,0.05,6,6,0,1727,1,157,d3e2427929aa04d6b6d2c6bd236504dcccebbaea477be26cb8aebd1a0f9fe747,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/herding/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,c67444cbc9ccc2f8ca43eca5b612755b40e538fdac2934bc532706960c38f141,clean,0,17778,11,0.9131510856114299,0.9131711822081358,0.7097868217054264,0.2749884432605774,0.127056559545896,0.032256450596683445,0.016242441288145126,14222,0.011380249948121958,595,0.9305019305019305,0.9298469387755102,0.9722572509457755,0.8445859872611465,0.7097868217054264,0.8351145038167939,0.9786910197869102,0.9834001144819691,0.9889685603971319,0.9593094944512947,0.9124203821656051
organamnist,random,0.05,6,6,0,1727,1,157,1393e118cd14849c0c6f7ce40f69fa64cb61347c67f2ccb741da08edb8b72032,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_5pct_20260922/formal/organamnist/seed_6/results/organamnist/random/ratio_0.05/selection_seed_6/train_seed_6/aug_0/final.pt,119bf1316f253e00441731860c37a74894f2efdb913dab48ec37ee1410e63c0c,clean,0,17778,11,0.8993137585780178,0.8988233299424292,0.6875,0.3099539631707333,0.1469229338133161,0.033874589402095714,0.022851919561243144,14222,0.014272738367773867,636,0.8938223938223938,0.9323979591836735,0.9558638083228247,0.8585987261146497,0.6875,0.8300254452926209,0.993607305936073,0.9816828849456211,0.9597352454495311,0.9525277435265105,0.8412951167728238
