dataset,method,ratio,selection_seed,training_seed,augment,n_selected,deterministic,budget_per_class,selection_sha256,checkpoint,checkpoint_sha256,corruption,severity,n_samples,n_classes_observed,acc,ba,worst_recall,nll,brier,ece15,risk_at_80,risk_at_80_n,aurc,high_conf_errors,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7
bloodmnist,el2n_top,0.02,4,4,0,232,1,29,e198f0278b24acf4da1db59545a884370beddf4e02be5ed9d71ca5e0d05e6c9f,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/el2n_top/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,3fe198922c823170878fe8692ad03ff6c21a65ac4cf6481c28e1d62954aeb60a,clean,0,3421,8,0.47062262496346097,0.46446920055823315,0.09499136442141623,3.4102726091236617,0.8964479852392886,0.40602920120552033,0.47022287175739863,2737,0.319328105332158,1153,0.4959016393442623,0.9006410256410257,0.18006430868167203,0.09499136442141623,0.37448559670781895,0.5,0.16966966966966968,1.0
bloodmnist,eva,0.02,4,4,0,232,1,29,c29623d07f959fb40ab25c72d25125e31ceb17a8f15e79cc8dddba7842a685da,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/eva/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,daf28719211b413a6d78f79f9f2816605552614b35fad7faf959287de556de80,clean,0,3421,8,0.7752119263373283,0.7553045273787294,0.43523316062176165,1.7488500239406715,0.384163832501283,0.15633936051700725,0.15820241139934235,2737,0.12066021500182218,523,0.7459016393442623,0.9567307692307693,0.6977491961414791,0.43523316062176165,0.6337448559670782,0.7007042253521126,0.8723723723723724,1.0
bloodmnist,facility,0.02,4,4,0,232,1,29,56e77dd0c9877bde49e1514c00c9fc282a4246e7ad6efdd5a80228954f4d62d6,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/facility/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,3cec1088df28e98d6adfe3294808de5b8703f5ece57ae1fcc0eeb0044d674fae,clean,0,3421,8,0.7886582870505701,0.7901641179853915,0.4991364421416235,1.1913306657810179,0.3438369841377871,0.14086408675744913,0.12824260138838145,2737,0.08021717499459724,440,0.7827868852459017,0.9246794871794872,0.7909967845659164,0.4991364421416235,0.8518518518518519,0.7323943661971831,0.8288288288288288,0.9106382978723404
bloodmnist,forgetting,0.02,4,4,0,232,1,29,8983fc27f0ae946b7603472b4913af5d8b1e98fa3cc9d92a3c37e4745e33708a,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/forgetting/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,0ee395c0099d1f9d78f75ea28f7ffcc539fdc4ce16159de9604344032847c5cd,clean,0,3421,8,0.7024261911721719,0.6569986237254735,0.19292604501607716,1.7939107075006,0.5049065298235664,0.22012648748675484,0.22287175739861162,2737,0.12173084778410098,690,0.5819672131147541,0.9503205128205128,0.19292604501607716,0.385146804835924,0.897119341563786,0.352112676056338,0.8963963963963963,1.0
bloodmnist,fps,0.02,4,4,0,232,1,29,57ee321ca740a7553f16c60941c7312569c52279422520e6807c18247173143e,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/fps/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,bf04dd4cbb2ce08cdc9b77903e6b7447618b3e829f616cb3f3870b0774c9fb98,clean,0,3421,8,0.752411575562701,0.7664447123932483,0.23661485319516407,1.3229532589555986,0.4044018805761126,0.16051326772686475,0.16258677383997078,2737,0.0827812212273234,485,0.8729508196721312,0.9519230769230769,0.8038585209003215,0.23661485319516407,0.8600823045267489,0.6197183098591549,0.7927927927927928,0.9936170212765958
bloodmnist,graph_a2,0.02,4,4,0,232,1,29,cceb572a04d00c04ed3fbd4e19c7e26d4cd6a7fd3b9100ef3cfbff0dc0f3af8b,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/graph_a2/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,b9a6bdee481c1745f70a88e4f74ba30f6cc8f7ef9b9daecbe1a8fa729cde7e3a,clean,0,3421,8,0.8275358082432037,0.8246255384861925,0.5837651122625216,0.6718562725193467,0.268167345149698,0.09608852477388685,0.08951406649616368,2737,0.04904029909682195,308,0.7049180327868853,0.9342948717948718,0.8778135048231511,0.5837651122625216,0.8600823045267489,0.7992957746478874,0.8453453453453453,0.9914893617021276
bloodmnist,herding,0.02,4,4,0,232,1,29,5d0674feb3b744141e53150fb2a7afea278a296b22b88244ed98081b2f209105,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/herding/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,d3106a3c35d6d394b2fe24a8c3370a6cc10055d867e005ee45cebf5c5960ea8a,clean,0,3421,8,0.7907044723764981,0.8073206390144202,0.5267702936096719,0.9171739548128042,0.3370894922287075,0.13539582240898612,0.12970405553525757,2737,0.06990709440883501,431,0.8770491803278688,0.7916666666666666,0.8102893890675241,0.5267702936096719,0.8559670781893004,0.795774647887324,0.8138138138138138,0.9872340425531915
bloodmnist,random,0.02,4,4,0,232,1,29,09d5407086d46850c6313f8426d7d7d04b7c7b6688615b95125220657fce895c,/mnt/prj01/hgrp-1502-5TB/xuxiaoyu/reliability_medmnistc_ab/table1_clean_only_20260922/formal/bloodmnist/seed_4/results/bloodmnist/random/ratio_0.02/selection_seed_4/train_seed_4/aug_0/final.pt,dd3fca0ea12d0004b5a31c54f4badc55668265a1f4c42d46988b220121660081,clean,0,3421,8,0.8406898567670272,0.8374541104832898,0.5647668393782384,1.0554325160009357,0.27043083530661455,0.10961341033794486,0.08622579466569237,2737,0.054231639850460533,360,0.7377049180327869,0.9198717948717948,0.8392282958199357,0.5647668393782384,0.8765432098765432,0.852112676056338,0.9264264264264265,0.9829787234042553
